@RELATION appl

@ATTRIBUTE Date DATE "yyyy-MM-dd"
@ATTRIBUTE Open   NUMERIC
@ATTRIBUTE High  NUMERIC
@ATTRIBUTE Low   NUMERIC
@ATTRIBUTE Close   NUMERIC
@ATTRIBUTE Volume   NUMERIC
@ATTRIBUTE AdjClose   NUMERIC

@DATA
2011-03-30,350.64,350.88,347.44,348.63,11764500,343.56
2011-03-29,347.66,350.96,346.06,350.96,12603600,345.86
2011-03-28,353.15,354.32,350.44,350.44,11048400,345.34
2011-03-25,348.07,352.06,347.02,351.54,16032500,346.43
2011-03-24,341.85,346.00,338.86,344.97,14454000,339.95
2011-03-23,339.28,340.22,335.95,339.19,13321300,334.26
2011-03-22,342.56,342.62,339.14,341.20,11640100,336.24
2011-03-21,335.99,339.74,335.26,339.30,14621500,334.36
2011-03-18,337.13,338.20,330.00,330.67,26900500,325.86
2011-03-17,336.83,339.61,330.66,334.64,23550800,329.77
2011-03-16,342.00,343.00,326.26,330.01,41500400,325.21
2011-03-15,342.10,347.84,340.10,345.43,25752900,340.41
2011-03-14,353.18,356.48,351.31,353.56,15569900,348.42
2011-03-11,345.33,352.32,345.00,351.99,16824300,346.87
2011-03-10,349.12,349.77,344.90,346.67,18126400,341.63
2011-03-09,354.69,354.76,350.60,352.47,16189500,347.34
2011-03-08,354.91,357.40,352.25,355.76,12725600,350.59
2011-03-07,361.40,361.67,351.31,355.36,19504400,350.19
2011-03-04,360.07,360.29,357.75,360.00,16188100,354.76
2011-03-03,357.19,359.79,355.92,359.56,17885300,354.33
2011-03-02,349.96,354.35,348.40,352.12,21521100,347.00
2011-03-01,355.47,355.72,347.68,349.31,16290600,344.23
2011-02-28,351.24,355.05,351.12,353.21,14395500,348.07
2011-02-25,345.26,348.43,344.80,348.16,13572100,343.10
2011-02-24,344.02,345.15,338.37,342.88,17853600,337.89
2011-02-23,338.77,344.64,338.61,342.62,23994800,337.64
2011-02-22,342.15,345.40,337.72,338.61,31162700,333.68
2011-02-18,358.71,359.50,349.52,350.56,29144900,345.46
2011-02-17,357.25,360.27,356.52,358.30,18949400,353.09
2011-02-16,360.80,364.90,360.50,363.13,17184200,357.85
2011-02-15,359.19,359.97,357.55,359.90,10149100,354.67
2011-02-14,356.79,359.48,356.71,359.18,11086300,353.96
2011-02-11,354.75,357.80,353.54,356.85,13127600,351.66
2011-02-10,357.39,360.00,348.00,354.54,33162500,349.38
2011-02-09,355.19,359.00,354.87,358.16,17240900,352.95
2011-02-08,353.68,355.52,352.15,355.20,13608600,350.03
2011-02-07,347.89,353.25,347.64,351.88,17322200,346.76
2011-02-04,343.64,346.70,343.51,346.50,11494300,341.46
2011-02-03,343.80,344.24,338.55,343.44,14064200,338.44
2011-02-02,344.45,345.25,343.55,344.32,9248400,339.31
2011-02-01,341.30,345.65,340.98,345.03,15236900,340.01
